AccountType,EventID,TimeGenerated_unix,Account,Computer,Task
Machine,5059,1789472589,Account427,10.235.9.93,12292
Machine,4611,1789465778,Account107,10.24.2.165,12289
Machine,4948,1789457211,Account657,10.24.2.166,13571
Unknown,4769,1789481553,Account586,10.168.5.130,14337
Unknown,4702,1789464045,Account159,10.235.9.63,12804
User,4625,1789475287,Account73,10.6.6.48,12544
Unknown,5156,1789464272,Account149,10.6.6.5,12810
User,5145,1789473234,Account363,10.235.9.198,12811
Machine,4673,1789475149,Account508,10.235.9.108,13056
User,4663,1789478948,Account185,10.235.9.156,12812
Machine,4662,1789470970,Account298,10.235.9.167,14080
Machine,5059,1789472255,Account598,10.24.2.252,12292
User,4656,1788962799,Account82,10.24.2.116,12800
User,4656,1789470261,Account112,10.24.2.235,12800
User,4662,1789474546,Account506,10.235.9.218,14080
User,4624,1789471373,Account476,10.235.9.50,12544
Machine,4798,1789475805,Account265,10.168.5.170,13824
User,4634,1789049454,Account557,10.24.2.149,12545
Unknown,5058,1789466691,Account528,10.168.5.102,12292
Unknown,4801,1789477710,Account73,10.24.2.172,12551
User,4724,1789471183,Account384,10.24.2.215,13824
Unknown,4801,1789467125,Account575,10.168.5.168,12551
User,5145,1789478962,Account380,10.6.6.48,12811
User,4768,1789467824,Account531,10.168.5.72,14339
Machine,4697,1789483094,Account531,10.235.9.106,12289
Machine,5140,1789470278,Account148,10.168.5.33,12808
Unknown,4771,1789472391,Account668,10.6.6.59,14339
Unknown,5058,1789467722,Account368,10.6.6.50,12292
Machine,5140,1789469073,Account236,10.6.6.70,12808
Unknown,4770,1789468094,Account79,10.168.5.42,14337
Unknown,4957,1789463904,Account89,10.168.5.88,13571
Machine,4724,1789475846,Account577,10.235.9.80,13824
User,4797,1788931351,Account416,10.24.2.85,13824
Machine,5156,1789482547,Account521,10.168.5.131,12810
Machine,4701,1789470753,Account443,10.168.5.143,12804
Machine,4627,1789469198,Account549,10.235.9.108,12554
User,5061,1789467294,Account545,10.6.6.21,12290
Unknown,5449,1789462967,Account621,10.168.5.74,13572
Unknown,6427,1789458596,Account271,10.168.5.145,12555
User,5140,1789470937,Account111,10.24.2.107,12808
User,5156,1789478568,Account171,10.235.9.238,12810
Machine,5140,1789479175,Account347,10.24.2.133,12808
Machine,4801,1789474223,Account48,10.6.6.27,12551
Machine,4729,1789469600,Account613,10.24.2.124,13826
Unknown,5058,1789465624,Account328,10.168.5.34,12292
Machine,4799,1789472999,Account433,10.24.2.234,13826
Machine,4660,1789464286,Account145,10.24.2.158,12800
Machine,4648,1789481284,Account162,10.168.5.118,12544
Machine,5059,1789474067,Account160,10.168.5.230,12292
Machine,4674,1789479340,Account153,10.235.9.112,13056
Machine,4738,1789476338,Account414,10.24.2.117,13824
Unknown,5157,1789466069,Account544,10.235.9.226,12810
Unknown,4771,1789472853,Account40,10.235.9.172,14339
User,5145,1789471121,Account462,10.235.9.43,12811
Unknown,4770,1789458790,Account207,10.168.5.29,14337
Machine,4674,1789476337,Account334,10.24.2.228,13056
Unknown,4656,1789469435,Account389,10.235.9.234,12800
User,4656,1789464114,Account418,10.24.2.203,12800
Machine,4904,1789468219,Account59,10.235.9.182,13568
Machine,4672,1789465094,Account587,10.168.5.177,12548
Unknown,4660,1789464309,Account28,10.235.9.163,12800
User,6427,1789478754,Account181,10.6.6.66,12555
Unknown,4946,1789464440,Account251,10.24.2.203,13571
User,4656,1789471653,Account447,10.168.5.154,12800
Machine,4648,1789473866,Account110,10.168.5.193,12544
Machine,6416,1789471674,Account186,10.6.6.38,13316
Unknown,4957,1789461557,Account121,10.168.5.114,13571
Machine,4624,1789476416,Account589,10.168.5.62,12544
Unknown,4801,1789459059,Account545,10.168.5.140,12551
Unknown,5058,1789471328,Account44,10.235.9.116,12292
Unknown,5157,1789476709,Account218,10.168.5.134,12810
Unknown,4948,1789459431,Account334,10.235.9.130,13571
Machine,4656,1789465401,Account492,10.235.9.148,12800
User,4673,1789037318,Account363,10.235.9.98,13056
User,4797,1789100635,Account331,10.168.5.224,13824
User,4663,1789463815,Account153,10.235.9.123,12812
Unknown,5156,1789485204,Account135,10.24.2.102,12810
Unknown,4957,1789463158,Account116,10.235.9.63,13571
Machine,5136,1789469053,Account260,10.168.5.153,14081
Machine,5157,1789479593,Account48,10.24.2.175,12810
Machine,4702,1789467719,Account163,10.24.2.236,12804
User,4911,1789469953,Account443,10.168.5.107,13570
Machine,4798,1789472550,Account491,10.235.9.180,13824
Machine,5379,1789474583,Account342,10.24.2.119,13824
Unknown,4770,1789470469,Account499,10.168.5.236,14337
Machine,4799,1789464833,Account356,10.235.9.139,13826
Machine,4674,1789483316,Account536,10.24.2.130,13056
Machine,4656,1789472622,Account290,10.168.5.92,12800
Machine,5058,1789461464,Account512,10.235.9.124,12292
Machine,4656,1789477960,Account658,10.168.5.77,12800
User,4662,1789467258,Account32,10.24.2.212,14080
Unknown,4647,1789471902,Account571,10.235.9.157,12545
User,5449,1789457744,Account153,10.6.6.63,13572
Machine,4724,1789472052,Account196,10.168.5.154,13824
Machine,4624,1789481446,Account159,10.168.5.132,12544
Unknown,4660,1789466243,Account584,10.6.6.42,12800
Machine,4624,1789475948,Account163,10.235.9.96,12544
Machine,4662,1789477129,Account484,10.24.2.86,14080
Unknown,4770,1789467124,Account345,10.168.5.31,14337
Unknown,4771,1789461099,Account374,10.235.9.76,14339
Machine,4688,1789476034,Account443,10.24.2.164,13312
Machine,4724,1789470955,Account600,10.6.6.19,13824
User,5157,1789465067,Account523,10.168.5.188,12810
User,4625,1789476907,Account208,10.235.9.199,12544
User,4627,1789454005,Account265,10.168.5.35,12554
Machine,4670,1789469656,Account236,10.24.2.222,13570
Machine,5059,1789471409,Account137,10.168.5.163,12292
Machine,4702,1789473766,Account560,10.168.5.143,12804
Machine,4738,1789475239,Account224,10.168.5.142,13824
Machine,4697,1789482075,Account134,10.168.5.38,12289
User,4776,1789477864,Account78,10.168.5.30,14336
Unknown,5058,1789464681,Account510,10.168.5.70,12292
Machine,4801,1789476298,Account627,10.235.9.135,12551
Unknown,5061,1789466529,Account637,10.6.6.88,12290
Unknown,4957,1789357827,Account432,10.168.5.206,13571
User,4779,1789466798,Account219,10.168.5.170,12551
Machine,5145,1789484601,Account244,10.24.2.92,12811
Unknown,4776,1789471947,Account73,10.235.9.228,14336
Unknown,4778,1789474468,Account478,10.24.2.149,12551
Machine,4648,1789478880,Account469,10.168.5.59,12544
Machine,4648,1789475283,Account25,10.24.2.193,12544
Unknown,5058,1789468600,Account457,10.168.5.18,12292
User,4729,1789466938,Account403,10.24.2.119,13826
User,4797,1789469727,Account133,10.24.2.87,13824
Unknown,4738,1789474671,Account366,10.24.2.198,13824
Machine,4611,1789477926,Account509,10.168.5.129,12289
Machine,5059,1789477673,Account346,10.235.9.108,12292
Machine,4656,1789470127,Account106,10.168.5.98,12800
Unknown,4771,1789464195,Account495,10.235.9.63,14339
User,4946,1789457974,Account321,10.235.9.63,13571
Unknown,4660,1789466993,Account614,10.6.6.54,12800
User,4663,1789485495,Account345,10.24.2.149,12802
Unknown,4957,1789465746,Account457,10.235.9.110,13571
Unknown,5058,1789469569,Account474,10.168.5.237,12292
Unknown,5449,1789458032,Account105,10.24.2.92,13572
Unknown,4799,1789472530,Account34,10.168.5.148,13826
Machine,4634,1789465506,Account255,10.235.9.196,12545
Unknown,4957,1789456387,Account208,10.6.6.61,13571
Machine,5140,1789480431,Account271,10.24.2.85,12808
Machine,4729,1789472939,Account244,10.168.5.24,13826
Machine,4662,1789470286,Account322,10.235.9.137,14080
Machine,5157,1789484445,Account534,10.168.5.40,12810
Unknown,5449,1789471268,Account297,10.235.9.44,13572
Machine,4702,1789468755,Account50,10.168.5.238,12804
Unknown,4779,1789461625,Account186,10.235.9.244,12551
User,5145,1788997684,Account650,10.235.9.106,12811
Machine,4611,1789484663,Account32,10.6.6.31,12289
User,4799,1789484235,Account258,10.6.6.34,13826
User,4634,1789461500,Account95,10.235.9.135,12545
User,4797,1788910420,Account256,10.24.2.157,13824
Unknown,6427,1789465033,Account185,10.168.5.193,12555
Machine,4799,1789473639,Account650,10.168.5.28,13826
User,4697,1789465678,Account656,10.24.2.168,12289
Machine,5158,1789485307,Account617,10.235.9.78,12810
Machine,4946,1789461770,Account572,10.168.5.31,13571
Machine,5061,1789464307,Account545,10.24.2.111,12290
User,4673,1789479102,Account111,10.235.9.47,13056
Machine,4611,1789475033,Account656,10.24.2.129,12289
Unknown,4769,1789459409,Account188,10.168.5.224,14337
Unknown,4770,1789470870,Account499,10.6.6.67,14337
User,4673,1789464800,Account126,10.235.9.246,13056
User,4663,1789043011,Account417,10.168.5.31,12812
Machine,4948,1789465445,Account282,10.6.6.24,13571
Machine,4801,1789482372,Account674,10.235.9.49,12551
Unknown,4663,1789464956,Account546,10.168.5.220,12812
Machine,6416,1789480712,Account336,10.168.5.98,13316
Unknown,4627,1789464082,Account596,10.235.9.71,12554
Machine,6416,1789459707,Account218,10.235.9.115,13316
Machine,4648,1789473969,Account651,10.168.5.54,12544
Machine,5145,1789472841,Account444,10.168.5.202,12811
Unknown,5449,1789458634,Account187,10.6.6.25,13572
Unknown,4627,1789469834,Account448,10.235.9.190,12554
User,5145,1789047231,Account563,10.168.5.222,12811
Machine,5059,1789467232,Account310,10.168.5.172,12292
Machine,4724,1789473446,Account112,10.168.5.17,13824
Unknown,5061,1789467362,Account212,10.235.9.172,12290
Machine,5136,1789471526,Account28,10.235.9.243,14081
Unknown,6427,1789457604,Account175,10.235.9.51,12555
Machine,4770,1789462545,Account191,10.6.6.76,14337
Machine,4779,1789467904,Account297,10.24.2.225,12551
Machine,4701,1789461710,Account277,10.24.2.121,12804
Machine,4624,1789469643,Account378,10.6.6.11,12544
User,4674,1789465001,Account72,10.168.5.103,13056
Unknown,4660,1789465510,Account38,10.24.2.202,12800
Machine,4634,1789471133,Account386,10.235.9.203,12545
Machine,4663,1789480109,Account508,10.168.5.184,12812
Machine,4625,1789476596,Account667,10.6.6.87,12544
Machine,4611,1789468122,Account282,10.24.2.109,12289
Machine,4611,1789468171,Account5,10.235.9.128,12289
Unknown,4776,1789471846,Account677,10.235.9.192,14336
User,5145,1789473677,Account432,10.168.5.225,12811
User,4663,1789473422,Account538,10.24.2.203,12812
Machine,4634,1789472136,Account565,10.235.9.75,12545
Unknown,4778,1789474056,Account283,10.168.5.189,12551
Machine,5158,1789476924,Account472,10.24.2.177,12810
Unknown,6427,1789461911,Account330,10.235.9.103,12555
User,4663,1789469269,Account108,10.168.5.125,12812
User,5145,1789015551,Account10,10.24.2.225,12811
Machine,4904,1789467842,Account309,10.235.9.117,13568
Machine,4674,1789479605,Account328,10.168.5.59,13056
Unknown,4728,1789462798,Account49,10.235.9.177,13826
Unknown,4801,1789478559,Account335,10.24.2.167,12551
Unknown,4946,1789463866,Account303,10.235.9.236,13571
Machine,4625,1789477424,Account554,10.168.5.210,12544
Machine,4670,1789462456,Account656,10.235.9.133,13570
User,5145,1789019970,Account240,10.24.2.231,12811
Machine,4779,1789473763,Account95,10.24.2.115,12551
Unknown,4946,1789470282,Account201,10.24.2.97,13571
Machine,6416,1789479703,Account286,10.168.5.133,13316
Machine,4674,1789480983,Account61,10.235.9.214,13056
Machine,4778,1789466348,Account691,10.168.5.151,12551
User,4670,1789454242,Account430,10.235.9.141,13570
User,5156,1789478092,Account231,10.168.5.205,12810
Machine,4779,1789461215,Account637,10.24.2.154,12551
Machine,6427,1789475191,Account297,10.168.5.88,12555
Machine,6416,1789474734,Account202,10.168.5.189,13316
Machine,6416,1789466711,Account81,10.168.5.165,13316
Unknown,4957,1789456625,Account4,10.168.5.196,13571
Unknown,4771,1789471313,Account456,10.168.5.33,14339
User,4797,1789460901,Account503,10.168.5.136,13824
Machine,4625,1789471110,Account606,10.24.2.143,12544
Machine,4672,1789466233,Account332,10.235.9.223,12548
Machine,4611,1789479332,Account217,10.235.9.137,12289
User,4663,1789476914,Account25,10.168.5.126,12812
Machine,4801,1789475981,Account434,10.24.2.107,12551
Unknown,5449,1789463159,Account696,10.235.9.142,13572
Unknown,4770,1789461176,Account667,10.24.2.92,14337
User,4798,1789474751,Account365,10.24.2.227,13824
Machine,4799,1789476706,Account427,10.24.2.123,13826
Unknown,4946,1789467278,Account606,10.235.9.56,13571
Unknown,4663,1789468254,Account102,10.6.6.80,12802
Machine,6416,1789464577,Account27,10.235.9.80,13316
Machine,5158,1789479633,Account281,10.6.6.51,12810
Machine,4624,1789476011,Account203,10.235.9.85,12544
Unknown,4778,1789466377,Account61,10.235.9.198,12551
Machine,5379,1789478083,Account658,10.168.5.162,13824
Machine,4627,1789474643,Account599,10.24.2.194,12554
Machine,4611,1789480126,Account23,10.6.6.70,12289
Machine,4673,1789479024,Account14,10.24.2.119,13056
Machine,4688,1789467692,Account466,10.24.2.94,13312
Unknown,4771,1789334966,Account672,10.24.2.223,14339
User,4656,1789480893,Account28,10.168.5.63,12800
Unknown,5136,1789472350,Account525,10.6.6.20,14081
Machine,4624,1789467730,Account62,10.235.9.161,12544
Unknown,4770,1789456779,Account189,10.168.5.223,14337
Machine,4624,1789477412,Account341,10.168.5.197,12544
User,4797,1789467279,Account185,10.24.2.128,13824
User,4663,1789470978,Account452,10.168.5.191,12812
Unknown,4778,1789472722,Account575,10.235.9.113,12551
User,5145,1788981093,Account89,10.168.5.95,12811
User,5145,1789463589,Account408,10.235.9.242,12811
User,4634,1788994669,Account342,10.235.9.102,12545
Machine,4674,1789475500,Account364,10.24.2.88,13056
Unknown,4797,1789469761,Account396,10.24.2.90,13824
Unknown,5158,1789470979,Account569,10.24.2.129,12810
Machine,4611,1789472205,Account494,10.168.5.220,12289
Unknown,4801,1789462559,Account592,10.235.9.59,12551
User,4688,1789474186,Account641,10.24.2.180,13312
User,5145,1789466434,Account571,10.168.5.89,12811
Machine,4724,1789480552,Account308,10.24.2.106,13824
User,4797,1789026821,Account678,10.235.9.132,13824
Machine,4768,1789471247,Account222,10.24.2.129,14339
Machine,4742,1789457804,Account243,10.235.9.105,13825
User,4656,1789473094,Account364,10.235.9.153,12802
Unknown,4948,1789460430,Account556,10.6.6.27,13571
Machine,4799,1789471144,Account394,10.235.9.160,13826
Unknown,5058,1789462239,Account271,10.168.5.155,12292
Unknown,4957,1789473350,Account177,10.24.2.163,13571
Machine,4948,1789471179,Account253,10.168.5.159,13571
Machine,5061,1789462946,Account308,10.168.5.221,12290
Unknown,4799,1789474507,Account127,10.168.5.134,13826
Unknown,4769,1789466436,Account224,10.24.2.130,14337
Machine,4663,1789469233,Account383,10.235.9.77,12812
Machine,4648,1789475282,Account111,10.168.5.58,12544
Unknown,4800,1789456231,Account617,10.168.5.107,12551
Unknown,4946,1789464219,Account612,10.235.9.109,13571
User,4634,1789014009,Account199,10.235.9.92,12545
Machine,4647,1789480421,Account4,10.24.2.213,12545
User,6427,1789467466,Account219,10.235.9.246,12555
Unknown,4770,1789466734,Account95,10.168.5.158,14337
Machine,4904,1789476819,Account524,10.168.5.110,13568
Machine,4702,1789472115,Account557,10.24.2.232,12804
User,4674,1789476547,Account393,10.235.9.47,13056
User,4797,1788875177,Account684,10.168.5.17,13824
User,5145,1789110905,Account682,10.24.2.199,12811
Machine,4663,1789465242,Account476,10.168.5.27,12812
User,4673,1789480586,Account24,10.168.5.111,13056
Machine,4768,1789473770,Account117,10.235.9.59,14339
Unknown,5157,1789454554,Account163,10.235.9.84,12810
Machine,4663,1789471432,Account642,10.235.9.136,12812
Machine,4724,1789461586,Account562,10.235.9.158,13824
Machine,4624,1789479205,Account260,10.235.9.193,12544
Machine,4611,1789471322,Account175,10.24.2.131,12289
Machine,6427,1789478340,Account507,10.24.2.251,12555
Unknown,4778,1789465638,Account226,10.24.2.195,12551
Unknown,5058,1789474351,Account289,10.168.5.220,12292
Machine,4724,1789468774,Account338,10.168.5.211,13824
User,4625,1789479585,Account51,10.24.2.120,12544
Machine,4770,1789464973,Account9,10.24.2.166,14337
Machine,6416,1789469840,Account67,10.24.2.166,13316
Unknown,4771,1789472893,Account282,10.168.5.133,14339
Machine,5058,1789463287,Account638,10.6.6.57,12292
Machine,4799,1789483947,Account496,10.24.2.133,13826
Machine,4771,1789478352,Account244,10.24.2.83,14339
User,4797,1789475657,Account60,10.168.5.182,13824
Machine,4662,1789472758,Account244,10.168.5.208,14080
User,4770,1789468336,Account595,10.235.9.241,14337
Machine,4627,1789464264,Account77,10.235.9.98,12554
Machine,6416,1789473317,Account319,10.6.6.52,13316
Unknown,5158,1789394027,Account359,10.168.5.180,12810
Unknown,4769,1789468907,Account584,10.24.2.119,14337
Unknown,5156,1789458099,Account344,10.235.9.239,12810
Machine,4611,1789472970,Account67,10.168.5.18,12289
Machine,4948,1789472203,Account600,10.168.5.148,13571
Unknown,4771,1789466561,Account468,10.24.2.187,14339
Unknown,4771,1789468270,Account274,10.6.6.27,14339
Unknown,4627,1789453811,Account423,10.235.9.102,12554
Machine,4697,1789472961,Account260,10.235.9.94,12289
Machine,4702,1789485307,Account41,10.24.2.122,12804
Machine,4672,1789482008,Account10,10.168.5.152,12548
Machine,5156,1789484543,Account67,10.24.2.195,12810
Machine,4674,1789481073,Account301,10.235.9.194,13056
Machine,5157,1789471486,Account248,10.24.2.229,12810
Unknown,4627,1789472436,Account474,10.168.5.219,12554
Unknown,5449,1789472755,Account558,10.235.9.237,13572
Machine,4771,1789481235,Account49,10.24.2.84,14339
Machine,4798,1789468841,Account605,10.6.6.71,13824
User,4673,1789472601,Account453,10.235.9.131,13056
Unknown,4948,1789462249,Account44,10.168.5.128,13571
Machine,5379,1789467030,Account280,10.24.2.168,13824
Unknown,4948,1789471022,Account12,10.24.2.121,13571
Machine,4799,1789476380,Account444,10.168.5.240,13826
Machine,4662,1789477060,Account344,10.168.5.135,14080
Unknown,5449,1789465205,Account592,10.168.5.194,13572
Unknown,4660,1789473188,Account568,10.24.2.159,12800
Unknown,4770,1789466902,Account177,10.168.5.39,14337
Machine,5059,1789475977,Account683,10.6.6.73,12292
Machine,4634,1789463346,Account386,10.235.9.108,12545
Machine,5058,1789470460,Account280,10.6.6.27,12292
Machine,6416,1789476662,Account5,10.168.5.235,13316
Machine,4611,1789479263,Account153,10.24.2.153,12289
Machine,4648,1789480100,Account686,10.168.5.67,12544
User,4797,1789477755,Account100,10.235.9.154,13824
Unknown,4778,1789471266,Account146,10.24.2.189,12551
User,4797,1789466628,Account135,10.6.6.21,13824
Machine,4724,1789478554,Account504,10.168.5.130,13824
Unknown,5156,1789472116,Account231,10.168.5.85,12810
Unknown,4627,1789472458,Account571,10.235.9.231,12554
User,4625,1789475357,Account649,10.235.9.149,12544
Machine,4724,1789472332,Account162,10.235.9.74,13824
Machine,4697,1789469547,Account271,10.24.2.86,12289
Unknown,4946,1789461642,Account207,10.6.6.62,13571
Unknown,4660,1789459463,Account682,10.24.2.250,12800
Machine,4688,1789469090,Account249,10.168.5.192,13312
User,5145,1789468287,Account454,10.168.5.84,12811
Machine,4946,1789463513,Account446,10.168.5.75,13571
User,5145,1789075693,Account129,10.235.9.142,12811
Machine,4798,1789464742,Account522,10.24.2.187,13824
User,4797,1789043099,Account20,10.168.5.173,13824
Unknown,5061,1789460953,Account694,10.168.5.108,12290
Machine,5136,1789476516,Account284,10.168.5.140,14081
Unknown,5156,1789469931,Account584,10.235.9.79,12810
Unknown,4771,1789464802,Account639,10.235.9.82,14339
Unknown,4770,1789472162,Account62,10.24.2.212,14337
Machine,5059,1789464731,Account108,10.235.9.148,12292
Unknown,4957,1789462039,Account682,10.235.9.121,13571
User,4634,1789473919,Account11,10.24.2.235,12545
User,5145,1789472377,Account411,10.168.5.237,12811
Unknown,4776,1789469851,Account434,10.24.2.131,14336
Unknown,5157,1789479176,Account15,10.235.9.231,12810
Machine,4688,1789477721,Account322,10.235.9.97,13312
Machine,4738,1789465052,Account10,10.235.9.99,13824
Machine,4729,1789472262,Account624,10.24.2.209,13826
Unknown,5058,1789475335,Account441,10.168.5.184,12292
Unknown,4801,1789467310,Account594,10.24.2.252,12551
Machine,4911,1789471720,Account378,10.168.5.195,13570
Machine,4662,1789476647,Account99,10.168.5.63,14080
User,4728,1789065345,Account295,10.235.9.123,13826
Unknown,5156,1789470647,Account216,10.24.2.187,12810
Machine,4662,1789468720,Account433,10.235.9.154,14080
Machine,4670,1789478997,Account180,10.168.5.129,13570
User,5449,1789472697,Account551,10.168.5.129,13572
Machine,4672,1789479529,Account215,10.168.5.138,12548
Unknown,4769,1789349301,Account631,10.168.5.190,14337
Machine,4724,1789474495,Account473,10.24.2.136,13824
Machine,4674,1789473817,Account308,10.168.5.87,13056
User,4797,1789474694,Account168,10.235.9.213,13824
User,4674,1789038743,Account652,10.24.2.91,13056
Unknown,4946,1789448240,Account474,10.24.2.198,13571
Machine,4697,1789474602,Account169,10.235.9.71,12289
Machine,4957,1789450197,Account633,10.168.5.191,13571
Unknown,4770,1789464266,Account52,10.235.9.127,14337
Machine,4648,1789476762,Account171,10.235.9.132,12544
User,4768,1789473601,Account16,10.24.2.84,14339
Unknown,5379,1789482415,Account382,10.24.2.163,13824
Machine,4697,1789470619,Account135,10.24.2.96,12289
User,5145,1789482517,Account315,10.235.9.233,12811
User,5145,1789467145,Account526,10.24.2.101,12811
Machine,5136,1789476436,Account427,10.24.2.137,14081
Unknown,4611,1789482283,Account243,10.168.5.147,12289
Machine,5059,1789467694,Account315,10.168.5.97,12292
Machine,4742,1789478542,Account434,10.168.5.93,13825
Machine,4660,1789472262,Account71,10.24.2.211,12800
User,5145,1789093672,Account658,10.168.5.180,12811
Unknown,4627,1789458604,Account635,10.6.6.66,12554
Unknown,4770,1789458680,Account401,10.235.9.79,14337
Machine,4724,1789468912,Account133,10.235.9.246,13824
Machine,4611,1789474547,Account223,10.168.5.126,12289
Machine,4778,1789474548,Account679,10.235.9.195,12551
User,4797,1789475419,Account690,10.6.6.84,13824
User,4797,1788928421,Account672,10.235.9.193,13824
User,4769,1789476006,Account348,10.24.2.245,14337
Unknown,4778,1789468698,Account215,10.235.9.226,12551
Machine,4798,1789469467,Account18,10.6.6.62,13824
Machine,4624,1789477416,Account109,10.235.9.139,12544
Unknown,5379,1789469117,Account566,10.24.2.213,13824
Machine,4701,1789471923,Account378,10.24.2.186,12804
Unknown,4634,1789459013,Account148,10.168.5.27,12545
Unknown,4627,1789460127,Account263,10.168.5.160,12554
Unknown,5145,1789471473,Account63,10.168.5.123,12811
Machine,5061,1789467773,Account431,10.235.9.174,12290
Machine,4648,1789473224,Account650,10.235.9.45,12544
User,4728,1789463696,Account560,10.235.9.206,13826
Machine,4627,1789462857,Account413,10.168.5.91,12554
Machine,4648,1789470693,Account103,10.24.2.238,12544
Unknown,5145,1789469812,Account2,10.6.6.27,12811
Unknown,5449,1789469136,Account190,10.168.5.138,13572
User,4771,1789032817,Account375,10.24.2.190,14339
User,4724,1789471079,Account476,10.168.5.22,13824
Unknown,5156,1789470262,Account652,10.235.9.134,12810
Unknown,4627,1789463134,Account520,10.235.9.225,12554
Unknown,4957,1789455527,Account693,10.168.5.92,13571
Machine,4799,1789464488,Account525,10.24.2.127,13826
Unknown,4800,1789468460,Account10,10.235.9.143,12551
Machine,4768,1789472655,Account76,10.6.6.65,14339
Machine,4776,1789121427,Account216,10.168.5.171,14336
Machine,4688,1789473484,Account85,10.168.5.157,13312
Machine,5058,1789470485,Account9,10.235.9.175,12292
Machine,5136,1789469012,Account98,10.235.9.61,14081
Machine,5145,1789475178,Account385,10.6.6.21,12811
Machine,4688,1789478485,Account664,10.168.5.227,13312
Unknown,4948,1789468726,Account97,10.24.2.172,13571
Machine,5145,1789478422,Account11,10.235.9.91,12811
Unknown,6427,1789461984,Account25,10.168.5.185,12555
User,4797,1789468494,Account606,10.168.5.139,13824
Machine,6416,1789468644,Account627,10.235.9.80,13316
Unknown,4776,1789461974,Account201,10.235.9.114,14336
Machine,4768,1789468547,Account46,10.235.9.74,14339
Machine,4656,1789474963,Account121,10.168.5.102,12800
Machine,4738,1789464626,Account395,10.168.5.112,13824
Unknown,4660,1789473786,Account680,10.235.9.99,12800
Unknown,4948,1789467874,Account8,10.168.5.50,13571
Machine,5158,1789477467,Account98,10.24.2.225,12810
Unknown,4688,1789471752,Account604,10.168.5.226,13312
User,4797,1789468281,Account467,10.6.6.69,13824
Unknown,5156,1789466169,Account368,10.24.2.109,12810
Unknown,4771,1789470701,Account461,10.6.6.14,14339
Machine,5140,1789467314,Account567,10.235.9.205,12808
Machine,4702,1789477800,Account129,10.24.2.220,12804
User,4946,1789456497,Account163,10.168.5.213,13571
User,4797,1789477252,Account618,10.235.9.184,13824
Machine,5140,1789479282,Account555,10.235.9.65,12808
Machine,6416,1789473835,Account490,10.235.9.219,13316
Machine,5140,1789486156,Account110,10.6.6.34,12808
Machine,4905,1789471628,Account362,10.168.5.221,13568
Unknown,5156,1789477633,Account600,10.24.2.141,12810
Machine,4905,1789470568,Account327,10.168.5.184,13568
Machine,5140,1789473531,Account354,10.168.5.69,12808
User,6427,1789469466,Account327,10.235.9.99,12555
Machine,4670,1789480687,Account78,10.24.2.237,13570
Machine,4648,1789484094,Account560,10.168.5.176,12544
Unknown,4663,1789472632,Account488,10.168.5.128,12812
Unknown,4702,1789468170,Account399,10.24.2.92,12804
User,4663,1789474019,Account591,10.6.6.79,12812
Unknown,5156,1789469133,Account656,10.235.9.114,12810
Machine,4798,1789462974,Account13,10.168.5.201,13824
Machine,5140,1789480815,Account541,10.235.9.212,12808
Machine,5058,1789475376,Account544,10.6.6.59,12292
Machine,4624,1789471043,Account452,10.168.5.74,12544
Machine,5059,1789484652,Account53,10.6.6.79,12292
Machine,4738,1789473840,Account311,10.24.2.236,13824
Machine,4648,1789474318,Account52,10.6.6.87,12544
Unknown,4770,1789461161,Account584,10.24.2.109,14337
User,5145,1789027513,Account496,10.24.2.237,12811
User,5145,1788964030,Account318,10.168.5.218,12811
Unknown,4770,1789471946,Account276,10.168.5.42,14337
User,4797,1789468530,Account332,10.235.9.208,13824
Machine,6416,1789482224,Account511,10.168.5.129,13316
Machine,4768,1789469865,Account60,10.168.5.132,14339
User,4662,1789475135,Account578,10.168.5.137,14080
Machine,4800,1789460899,Account667,10.168.5.201,12551
Machine,5059,1789468843,Account410,10.24.2.192,12292
Unknown,4957,1789464991,Account389,10.168.5.216,13571
Machine,4611,1789473430,Account207,10.168.5.211,12289
Unknown,4769,1789462707,Account692,10.168.5.210,14337
Unknown,4768,1789462010,Account184,10.168.5.109,14339
Machine,4662,1789474752,Account119,10.168.5.105,14080
Unknown,4800,1789456678,Account651,10.235.9.121,12551
Unknown,4801,1789461605,Account604,10.235.9.248,12551
Machine,4738,1789461599,Account379,10.235.9.184,13824
Machine,4948,1789467336,Account88,10.235.9.180,13571
Unknown,5449,1789466806,Account535,10.235.9.72,13572
Unknown,4776,1789469659,Account307,10.24.2.85,14336
User,4779,1789463646,Account410,10.168.5.189,12551
Unknown,4797,1789458321,Account588,10.24.2.167,13824
Machine,5158,1789479076,Account406,10.235.9.141,12810
Unknown,4957,1789468422,Account176,10.168.5.202,13571
Unknown,5061,1789463271,Account510,10.235.9.232,12290
Machine,4611,1789475495,Account173,10.24.2.92,12289
Unknown,5157,1789478366,Account589,10.24.2.103,12810
Machine,4798,1789472894,Account289,10.168.5.89,13824
User,5158,1789479431,Account486,10.235.9.55,12810
User,4738,1789471865,Account316,10.168.5.153,13824
Unknown,4801,1789474728,Account528,10.168.5.132,12551
Machine,4776,1789479638,Account315,10.235.9.115,14336
Machine,4702,1789469263,Account334,10.6.6.5,12804
Unknown,4627,1789464881,Account282,10.168.5.191,12554
Machine,4729,1789461943,Account189,10.235.9.188,13826
Unknown,4797,1789467230,Account521,10.168.5.208,13824
